,artist,cp,section,song,type
8944,Showtek and Justin Prime ft Matthew Koma,"6,1,4,2,6",Chorus,CANNONBALL - EARTHQUAKE - KRYDER REMIX,5 chord
8945,Grouplove,"6,1,4,2,6",Chorus,Shark Attack,5 chord
8946,Crystal,"6,1,4,2,6",Chorus,Tears On My Skin,5 chord
8947,Jeremy Soule,"6,1,4,2,6",Intro,Morrowind Theme Song,5 chord
8948,Tori Kelly,"6,1,4,2,6",Pre-Chorus,Hollow,5 chord
8949,In Hearts Wake,"6,1,4,2,6",Intro,Healer,5 chord
8950,Scott AF,"6,1,4,2,6",Chorus,Under Your Skin,5 chord
8951,Scott AF,"6,1,4,2,6",Chorus Lead-Out,Under Your Skin,5 chord
8952,Brand New,"6,1,4,2,6",Bridge,I Am A Nightmare,5 chord
8953,Grimes,"6,1,4,2,6",Verse,Kill V Maim,5 chord
8954,Andy Price,"6,1,4,2,3",Bridge,Robin Hood Theme,5 chord
8955,Avicii vs Nicky Romero,"6,1,4,2,3",Verse,I Could Be The One,5 chord
8956,Foals,"6,1,4,2,3",Chorus,Electric Bloom,5 chord
8957,Foals,"6,1,4,2,3",Verse,Electric Bloom,5 chord
8958,Fall Out Boy,"6,1,4,2,5",Chorus,Centuries,5 chord
8959,Kygo,"6,1,4,2,5",Solo,Stole The Show,5 chord
8960,Cobra Starship,"6,1,4,5/6,6",Chorus,Snakes On A Plane,5 chord
8961,Tatu,"6,1,4,5/6,6",Verse and Pre-Chorus,Not gonna get us,5 chord
8962,Tatu,"6,1,4,5/6,6",Chorus,Not gonna get us,5 chord
8963,Aly and AJ,"6,1,4,5/6,6",Chorus,Potential Breakup Song,5 chord
8964,Gamma ray,"6,1,4,5/6,6",Bridge,Lake of tears,5 chord
8965,The Rescues,"6,1,4,5/6,6",Chorus,Be My Cure,5 chord
8966,Miley Cyrus,"6,1,4,5/6,6",Intro,Fly on the Wall,5 chord
8967,Black Eyed Peas,"6,1,4,5/6,6",Chorus,Let's Get It Started,5 chord
8968,Imagine Dragons,"6,1,4,5/6,6",Chorus,Warriors,5 chord
8969,Edith Piaf,"6,1,4,5/6,6",Chorus,Padam Padam,5 chord
8970,Miley Cyrus,"6,1,4,5/6,6",Chorus,See You Again,5 chord
8971,Tatu,"6,1,4,5/6,6",Chorus,All The Things She Said,5 chord
8972,Harufuri,"6,1,4,5/6,6",Chorus,Girlving to the Right,5 chord
8973,Aly and AJ,"6,1,4,5/6,2",Verse,Potential Breakup Song,5 chord
8974,Depeche Mode,"6,1,6,1,6",Intro,Enjoy the Silence,5 chord
8975,Mumford and Sons,"6,1,6,1,6",Verse,The Cave,5 chord
8976,Fall Out Boy,"6,1,6,1,6",Verse,I'm Like A Lawyer,5 chord
8977,Nirvana,"6,1,6,1,6",Chorus,In Bloom,5 chord
8978,Green Day,"6,1,6,1,6",Chorus,Good Riddance - Time of Your Life,5 chord
8979,Suzanne Vega,"6,1,6,1,6",Intro,Tom's Diner,5 chord
8980,Foo Fighters,"6,1,6,1,6",Verse,My Hero,5 chord
8981,Foo Fighters,"6,1,6,1,6",Intro,My Hero,5 chord
8982,Billy Joel,"6,1,6,1,6",Intro,Big Shot,5 chord
8983,Billy Joel,"6,1,6,1,6",Verse,Big Shot,5 chord
8984,The Beatles,"6,1,6,1,6",Intro and Verse,From Me To You,5 chord
8985,Scooter,"6,1,6,1,6",Chorus,Maria - I Like It Loud,5 chord
8986,Matt Lange Vs Gareth Emery,"6,1,6,1,6",Intro and Verse,Another You Another Me,5 chord
8987,Amber,"6,1,6,1,6",Verse,Ocean,5 chord
8988,Chairlift,"6,1,6,1,6",Verse,Evident Utensil,5 chord
8989,Arty,"6,1,6,1,6",Chorus,Ferry Corsten - Punk,5 chord
8990,Eisley,"6,1,6,1,6",Verse,Drink The Water,5 chord
8991,Neil Sedaka,"6,1,6,1,6",Intro,Calendar Girl,5 chord
8992,Rilo Kiley,"6,1,6,1,6",Verse,Silver Lining,5 chord
8993,DNCE,"6,1,6,1,6",Intro,CAKE BY THE OCEAN,5 chord
8994,Stephen Sondheim,"6,1,6,1,6",Verse,The Ballad of Sweeney Todd,5 chord
8995,Mariah Carey,"6,1,6,1,6",Chorus,Heartbreaker,5 chord
8996,Mariah Carey,"6,1,6,1,6",Intro,Heartbreaker,5 chord
8997,Mariah Carey,"6,1,6,1,6",Verse,Heartbreaker,5 chord
8998,Mariah Carey,"6,1,6,1,6",Pre-Chorus,Heartbreaker,5 chord
8999,Lana Del Rey,"6,1,6,1,3",Verse,Video Games,5 chord
9000,Feng huang chuan qi,"6,1,6,1,3",Verse,Zui xuan min zu feng,5 chord
9001,Kyu Sakamoto,"6,1,6,1,3",Verse,Sukiyaki,5 chord
9002,Radiohead,"6,1,6,1,4",Intro and Verse,Videotape,5 chord
9003,Radiohead,"6,1,6,1,4",Verse,Videotape,5 chord
9004,The Shins,"6,1,6,1,4",Verse,New Slang,5 chord
9005,Buddy Holly,"6,1,6,1,4",Verse,Maybe Baby,5 chord
9006,Eisley,"6,1,6,1,4",Verse,Drink The Water,5 chord
9007,The White Stripes,"6,1,6,5,4",Intro,Seven Nation Army,5 chord
9008,Green Day,"6,1,6,5,4",Verse,2000 Light Years Away,5 chord
9009,JJAMZ,"6,1,6,5,4",Verse,Heartbeat,5 chord
9010,Les Friction,"6,1,6,5,4",Chorus,Come Back to Me,5 chord
9011,Chalk Zone,"6,1,6,5,4",Intro and Verse,The Amazin' River,5 chord
9012,Veronica Maggio,"6,1,6,5,4",Chorus,Jag kommer,5 chord
9013,Gammer,"6,1,6,5,4",Intro,Nostalgia - Rustie Edit,5 chord
9014,Pavement,"6,1,6,5,4",Chorus,Cut Your Hair,5 chord
9015,Sharon Needles,"6,1,6,5,6",Verse,Why Do You Think You Are Nuts,5 chord
9016,ZUN,"6,1,6,5,6",Verse and Pre-Chorus,Primordial Beat - Pristine Beat,5 chord
9017,David Gilmour,"6,1,6,5,5/5",Intro and Verse,There's No Way Out Of Here,5 chord
9018,Green Day,"6,1,6,5,1",Chorus,Good Riddance - Time of Your Life,5 chord
9019,Robin Schulz,"6,1,6,5,1",Verse,Headlights,5 chord
9020,Nintendo,"6,1,6,5,5/2",Pre-Chorus,Splatoon - Jam Session,5 chord
9021,Leonard Cohen,"6,1,6,4,5",Verse,Hallelujah,5 chord
9022,Jeff Buckley,"6,1,6,4,5",Verse,Hallelujah,5 chord
9023,Hoobastank,"6,1,6,4,5",Verse,The Reason,5 chord
9024,Dusty Springfield,"6,1,6,4,5",Verse,I Only Want To Be With You,5 chord
9025,Nobuo Uematsu,"6,1,6,4,5",Instrumental,Final Fantasy - Prelude,5 chord
9026,Green Day,"6,1,6,4,5",Chorus,Shoplifter,5 chord
9027,Neil Sedaka,"6,1,6,4,5",Intro,Calendar Girl,5 chord
9028,Greek Fire,"6,1,6,4,5",Verse and Pre-Chorus,Top Of The World,5 chord
9029,Del Amitri,"6,1,6,4,1",Verse,Nothing Ever Happens,5 chord
9030,Rilo Kiley,"6,1,6,4,1",Verse,Silver Lining,5 chord
9031,Daya,"6,1,6,4,1",Chorus,Hide Away,5 chord
9032,Pepper Coyote,"6,1,6,4,1",Verse,No Cock Like Horse Cock,5 chord
9033,Madonna,"6,1,6,4,1",Verse,Nothing Really Matters,5 chord
9034,Bad Religion,"6,1,6,4,5/6",Verse,Supersonic,5 chord
9035,Geographer,"6,1,6,4,6",Bridge,Kites,5 chord
9036,Phoenix,"6,1,6,4,6",Intro,1901,5 chord
9037,Electric Light Orchestra,"6,1,6,4,2",Verse,Can't Get It Out Of My Head,5 chord
9038,Virtual Riot,"6,1,6,4,56",Chorus,Energy Drink,5 chord
9039,The Beatles,"6,1,6,4,7/5",Chorus,It Won't Be Long,5 chord
9040,Nirvana,"6,1,6,2,4",Chorus,In Bloom,5 chord
9041,MistFolk,"6,1,6,2,4",Verse,Storm Spirits,5 chord
9042,Foo Fighters,"6,1,6,2,4",Intro,My Hero,5 chord
9043,Garbage,"6,1,6,2,5",Verse and Pre-Chorus,Special,5 chord
9044,Borknagar,"6,1,6,2,1",Chorus,Colossus,5 chord
9045,PIXL,"6,1,6,2,57/3",Chorus,Sugar Rush,5 chord
9046,Paul Koulak,"6,1,6,2,3",Instrumental,Fort Boyard,5 chord
9047,The Beatles,"6,1,6,2,b4",Verse,ALL I'VE GOT TO DO,5 chord
9048,Alex Clare,"6,1,2,4,6",Intro,Too Close,5 chord
9049,Soundprank,"6,1,2,4,6",Chorus,Animus,5 chord
9050,Thursday,"6,1,2,4,6",Chorus,Friends In The Armed Forces,5 chord
9051,Pink Floyd,"6,1,2,4,6",Chorus,High Hopes,5 chord
9052,Es Posthumus,"6,1,2,4,6",Chorus,Nara,5 chord
9053,Kitaro,"6,1,2,4,6",Verse,Jubei's Theme,5 chord
9054,Thomas Bergersen,"6,1,2,4,6",Instrumental,Dragonland,5 chord
9055,Adam Lambert,"6,1,2,4,6",Verse,Ghost Town,5 chord
9056,Mike Posner,"6,1,2,4,6",Chorus,Please Don't Go,5 chord
9057,Mike Posner,"6,1,2,4,6",Verse and Pre-Chorus,Please Don't Go,5 chord
9058,Jin,"6,1,2,4,6",Verse,Outer Science,5 chord
9059,DJ Khaled,"6,1,2,4,6",Instrumental,I'm On One,5 chord
9060,Five,"6,1,2,4,5/6",Intro,Slam Dunk - Da Funk,5 chord
9061,Five,"6,1,2,4,5/6",Instrumental,Slam Dunk - Da Funk,5 chord
9062,Alex Clare,"6,1,2,4,5/6",Chorus,Too Close,5 chord
9063,David Guetta feat Sam Martin,"6,1,2,4,5",Chorus,Lovers On The Sun,5 chord
9064,Bertycox,"6,1,2,4,5",Intro,The Signal,5 chord
9065,Astrid S,"6,1,2,4,5",Chorus,2 AM - Matoma Remix,5 chord
9066,AlunaGeorge,"6,1,2,4,5",Instrumental,Supernatural,5 chord
9067,Two Steps From Hell,"6,1,2,6,1",Chorus,Jump,5 chord
9068,The Neighbourhood,"6,1,2,6,1",Chorus,Float,5 chord
9069,Lorne Balfe,"6,1,2,6,1",Intro,The Infraworld,5 chord
9070,Monika Brodka,"6,1,2,6,1",Chorus,Varsovie,5 chord
9071,Thrice,"6,1,2,6,1",Verse,A Song For Milly Michaelson,5 chord
9072,Matt Lange,"6,1,2,6,1",Verse,Rift,5 chord
9073,Selena Gomez,"6,1,2,6,1",Verse,Same Old Love,5 chord
9074,Nicki Minaj,"6,1,2,6,1",Verse,Pills N Potions,5 chord
9075,Eisley,"6,1,2,6,1",Chorus,Drink The Water,5 chord
9076,Above and Beyond,"6,1,2,6,1",Pre-Chorus,Sun and Moon,5 chord
9077,Drake,"6,1,2,6,1",Verse,One Dance,5 chord
9078,Daya,"6,1,2,6,1",Verse and Pre-Chorus,Hide Away,5 chord
9079,Jimmy Hendrix,"6,1,2,6,3",Intro,Little Wing,5 chord
9080,Jimi Hendrix,"6,1,2,6,3",Intro and Verse,Little Wing,5 chord
9081,Matt Pincer vs Xam,"6,1,2,6,3",Chorus,Rainshine,5 chord
9082,EDX,"6,1,2,6,3",Chorus,Cool You Off,5 chord
9083,Audien feat Ruby Prophet,"6,1,2,6,4",Instrumental,Circles,5 chord
9084,Bossfight,"6,1,2,6,4",Verse,Milky Ways,5 chord
9085,Nicki Minaj,"6,1,2,6,4",Verse,Pills N Potions,5 chord
9086,Blend,"6,1,2,6,265",Chorus,Taking Flight,5 chord
9087,Boom Jinx,"6,1,2,6,5",Chorus,Come Play Perfect,5 chord
9088,Seinabo Sey,"6,1,2,6,5",Chorus,Younger,5 chord
9089,The Rasmus,"6,1,2,3,4",Intro and Verse,In the Shadows,5 chord
9090,Nintendo,"6,1,2,3,4",Pre-Chorus and Chorus,Super Smash Bros Melee - Onett,5 chord
9091,Jack White,"6,1,2,3,4",Verse,Sixteen Saltines,5 chord
9092,Brand New,"6,1,2,3,4",Chorus,Failure by Design,5 chord
9093,Marina and the Diamonds,"6,1,2,3,4",Chorus,Bubblegum Bitch,5 chord
9094,MistFolk,"6,1,2,3,6",Pre-Chorus and Chorus,Storm Spirits,5 chord
9095,Jack White,"6,1,2,3,6",Verse,Sixteen Saltines,5 chord
9096,Dimitri Vegas - MOGUAI and Like Mike,"6,1,2,3,6",Chorus,Mammoth,5 chord
9097,Dimitri Vegas - MOGUAI and Like Mike,"6,1,2,3,6",Bridge,Mammoth,5 chord
9098,Rustie,"6,1,2,3,1",Chorus,Hover Traps,5 chord
9099,Rustie,"6,1,2,3,1",Bridge,Hover Traps,5 chord
9100,Weezer,"6,1,2,3,2",Bridge,Buddy Holly,5 chord
9101,Dousk,"6,1,2,3,47",Chorus,Winchme,5 chord
9102,Ratatat,"6,1,2,5,6",Instrumental,Loud Pipes,5 chord
9103,They Might Be Giants,"6,1,2,5,6",Verse and Pre-Chorus,Sensurround,5 chord
9104,Dobu Usagi,"6,1,2,5,6",Intro,Thor's Hammer,5 chord
9105,Dobu Usagi,"6,1,2,5,6",Chorus,Thor's Hammer,5 chord
9106,Game Freak,"6,1,2,5,6",Solo 1,Vs Elite Four - Kalos,5 chord
9107,Bruno Mars,"6,1,2,5,1",Verse,When I Was Your Man,5 chord
9108,Radiohead,"6,1,2,5,1",Verse,Karma Police,5 chord
9109,They Might Be Giants,"6,1,2,5,1",Verse and Pre-Chorus,Sensurround,5 chord
9110,Rex Preston and Miranda Sykes,"6,1,2,5,1",Verse,Me And My Sister The Moon,5 chord
9111,Bruno Mars,"6,1,2,5,57",Verse,When I Was Your Man,5 chord
9112,Johnny Cash,"6,1,2,1,2",Verse,Solitary Man,5 chord
9113,Tool,"6,1,2,1,2",Chorus,Schism,5 chord
9114,BRICH,"6,1,2,1,2",Bridge,Snob,5 chord
9115,FamicomForever,"6,1,2,1,2",Verse,Tame Trip,5 chord
9116,Ogge,"6,1,2,1,4",Verse,Kuk,5 chord
9117,Jake Kaufman,"6,1,2,1,4",Chorus,Strike the Earth,5 chord
9118,Nintendo,"6,1,2,1,3",Chorus,Kirby Air Ride - Sky Sands,5 chord
9119,Ogge,"6,1,2,1,b7",Verse,Kuk,5 chord
9120,Lana Del Rey,"6,1,3,4,6",Verse,Video Games,5 chord
9121,Tan Bionica,"6,1,3,4,6",Verse,Ciudad Magica,5 chord
9122,God is an Astronaut,"6,1,3,4,6",Outro,No Return,5 chord
9123,Lily Allen,"6,1,3,4,6",Pre-Chorus and Chorus,Hard Out Here,5 chord
9124,Lindsey Stirling,"6,1,3,4,6",Chorus,Sun Skip,5 chord
9125,Grouplove,"6,1,3,4,6",Chorus,Shark Attack,5 chord
9126,Justin Bieber,"6,1,3,4,6",Chorus Lead-Out,Company,5 chord
9127,Major Lazer,"6,1,3,4,6",Verse and Pre-Chorus,Cold Water ft Justin Bieber and MO,5 chord
9128,Major Lazer,"6,1,3,4,6",Chorus,Cold Water ft Justin Bieber and MO,5 chord
9129,Beach House,"6,1,3,4,6",Verse,Turtle Island,5 chord
9130,Runescape,"6,1,3,4,5",Solo 1,Harmony,5 chord
9131,Tan Bionica,"6,1,3,4,5",Verse,Ciudad Magica,5 chord
9132,Anamanaguchi,"6,1,3,4,5",Solo,Akira,5 chord
9133,Dawid Podsiadlo,"6,1,3,4,5",Verse,Trojkaty i Kwadraty,5 chord
9134,Robyn,"6,1,3,4,5",Chorus,Love Kills,5 chord
9135,Dillon Francis and Sultan and Ned Shepard,"6,1,3,4,5",Chorus,When We Were Young - Vicetone Remix,5 chord
9136,Grouplove,"6,1,3,4,5",Chorus,Shark Attack,5 chord
9137,Inicialoj DC,"6,1,3,4,5",Chorus,Berlino Sen Vi,5 chord
9138,Otto Knows,"6,1,3,4,5",Chorus,Dying For You,5 chord
9139,Major Lazer,"6,1,3,4,5",Verse and Pre-Chorus,Cold Water ft Justin Bieber and MO,5 chord
9140,Alt-J,"6,1,3,6,1",Chorus,Breezeblocks,5 chord
9141,Alt-J,"6,1,3,6,1",Verse,Breezeblocks,5 chord
9142,Miley Cyrus,"6,1,3,6,1",Chorus,Party in the USA,5 chord
9143,The Lady in the Radiator,"6,1,3,6,1",Verse,In Heaven Everything is Fine,5 chord
9144,Lady Gaga,"6,1,3,6,1",Verse,Alejandro,5 chord
9145,Tenacious D,"6,1,3,6,1",Chorus,Beelzeboss,5 chord
9146,Crusher-P,"6,1,3,6,1",Pre-Chorus,ECHO,5 chord
9147,Feng huang chuan qi,"6,1,3,6,4",Verse,Zui xuan min zu feng,5 chord
9148,Tenacious D,"6,1,3,6,4",Chorus,Beelzeboss,5 chord
9149,Lil Wayne,"6,1,3,6,67",Intro,Me And My Drank,5 chord
9150,Adam Lambert,"6,1,3,5,6",Verse,If i had you,5 chord
9151,Kylie Minogue,"6,1,3,5,6",Instrumental,Can't Get You Out Of My Head,5 chord
9152,Nerf Herder,"6,1,3,5,6",Intro,Buffy The Vampire Slayer Theme,5 chord
9153,DJ Khaled,"6,1,3,5,6",Instrumental,I'm So Hood,5 chord
9154,Jordin Sparks - Chris Brown,"6,1,3,5,4",Chorus,No Air,5 chord
9155,Metric,"6,1,3,5,3",Intro and Verse,Help I'm Alive,5 chord
9156,Nerf Herder,"6,1,3,5,b6",Intro,Buffy The Vampire Slayer Theme,5 chord
9157,Nerf Herder,"6,1,3,5,2",Intro,Buffy The Vampire Slayer Theme,5 chord
9158,Justin Bieber,"6,2,5,1,6",Chorus,Boyfriend,5 chord
9159,The Four Seasons,"6,2,5,1,6",Verse,Sherry,5 chord
9160,The Legend of Zelda,"6,2,5,1,6",Instrumental,Lost Woods,5 chord
9161,Tom Hanks,"6,2,5,1,6",Verse,Big soundtrack,5 chord
9162,Marina and the Diamonds,"6,2,5,1,6",Verse,Primadonna,5 chord
9163,Wham,"6,2,5,1,6",Verse,Last Christmas,5 chord
9164,Aqua,"6,2,5,1,6",Chorus,Barbie Girl,5 chord
9165,Amy Diamond,"6,2,5,1,6",Intro,Stay My Baby,5 chord
9166,Amy Diamond,"6,2,5,1,6",Verse,Stay My Baby,5 chord
9167,Weezer,"6,2,5,1,6",Intro,Island in the Sun,5 chord
9168,Dusty Springfield,"6,2,5,1,6",Chorus,You Don't Have to Say You Love Me,5 chord
9169,Eric Johnson,"6,2,5,1,6",Chorus,Cliffs of Dover,5 chord
9170,The Beatles,"6,2,5,1,6",Verse,I Will,5 chord
9171,Maroon 5,"6,2,5,1,6",Chorus,This Love,5 chord
9172,Danny Baranowsky,"6,2,5,1,6",Verse,McLarty Party People,5 chord
9173,Danny Baranowsky,"6,2,5,1,6",Chorus,McLarty Party People,5 chord
9174,Danny Baranowsky,"6,2,5,1,6",Bridge,McLarty Party People,5 chord
9175,Billy Joel,"6,2,5,1,6",Pre-Chorus,Uptown Girl,5 chord
9176,Timothy Bishop,"6,2,5,1,6",Chorus,Hang In There,5 chord
9177,Yoko Takahashi,"6,2,5,1,6",Chorus,A Cruel Angel's Thesis,5 chord
9178,Jacksfilms,"6,2,5,1,6",Verse,Valentine's Day is a Lie,5 chord
9179,Jacksfilms,"6,2,5,1,6",Chorus,Valentine's Day is a Lie,5 chord
9180,Riccardo Cocciante,"6,2,5,1,6",Chorus,Belle,5 chord
9181,The Beach Boys,"6,2,5,1,6",Intro,Wouldn't It Be Nice,5 chord
9182,Beyonce,"6,2,5,1,6",Chorus,Drunk In Love - Meikal Remix,5 chord
9183,Maktone,"6,2,5,1,6",Instrumental,Class05,5 chord
9184,Grace Phipps,"6,2,5,1,6",Verse,Teen Beach Movie - Falling For Ya,5 chord
9185,Grace Phipps,"6,2,5,1,6",Chorus,Teen Beach Movie - Falling For Ya,5 chord
9186,Rilo Kiley,"6,2,5,1,6",Chorus,Breakin' Up,5 chord
9187,Mariah Carey,"6,2,5,1,6",Chorus,Honey,5 chord
9188,Train,"6,2,5,1,2",Bridge,Drive By,5 chord
9189,Mary Hopkin,"6,2,5,1,2",Chorus,Those Were The Days,5 chord
9190,073113243,"6,2,5,1,2",Chorus,NYAN CAT,5 chord
9191,Arthur,"6,2,5,1,2",Instrumental,NYAN CAT,5 chord
9192,AWESOMEGUY,"6,2,5,1,2",Instrumental,NYAN CAT,5 chord
9193,Riccardo Cocciante,"6,2,5,1,2",Chorus,Belle,5 chord
9194,Kazumi Totaka,"6,2,5,1,2",Verse,Kaeru no Tame ni - The Prince's Adventure,5 chord
9195,Roberta Flack,"6,2,5,1,56",Chorus,Killing Me Softly,5 chord
9196,The Lonely Island,"6,2,5,1,56",Chorus,Boombox,5 chord
9197,Allemaal Door Jou,"6,2,5,1,56",Verse,Bart Peeters,5 chord
9198,Bart Peeters,"6,2,5,1,56",Bridge,Allemaal Door Jou,5 chord
9199,Bart Peeters,"6,2,5,1,56",Chorus,Allemaal Door Jou,5 chord
9200,Enrique Iglesias,"6,2,5,4,6",Verse,Bailamos,5 chord
9201,Ivan Gough and Feenixpawl,"6,2,5,4,6",Chorus,In My Mind,5 chord
9202,Dung Truong,"6,2,5,4,6",Loop,Allusion World,5 chord
9203,Ivan Gough and Feenixpawl,"6,2,5,4,6",Instrumental,In My Mind,5 chord
9204,Working for a Nuclear Free City,"6,2,5,4,6",Verse,Je suis le vent,5 chord
9205,Renaud,"6,2,5,4,6",Intro,Mistral Gagnant,5 chord
9206,Aqua,"6,2,5,4,5",Chorus,Barbie Girl,5 chord
9207,Dobu Usagi,"6,2,5,4,5",Verse,Thor's Hammer,5 chord
9208,Seventeen and Ailee,"6,2,5,4,3",Chorus,Q and A,5 chord
9209,LeAnn Rimes,"6,2,5,4,5/6",Chorus,Can't Fight The Moonlight,5 chord
9210,Enrique Iglesias,"6,2,5,4,5/6",Verse,Bailamos,5 chord
9211,Aqua,"6,2,5,6,2",Chorus,Barbie Girl,5 chord
9212,League of Legends and Agnete Kjolsrud,"6,2,5,6,2",Chorus,Get Jinxed,5 chord
9213,Peter Schilling,"6,2,5,6,2",Verse,Major Tom - Voellig Losgeloest,5 chord
9214,WoodenToaster ,"6,2,5,6,2",Verse,Rainbow Factory,5 chord
9215,Yoko Takahashi,"6,2,5,6,2",Chorus,A Cruel Angel's Thesis,5 chord
9216,Mike Oldfield,"6,2,5,6,2",Solo,Women Of Ireland,5 chord
9217,Maxime Le Forestier,"6,2,5,6,2",Verse,Education Sentimentale,5 chord
9218,Disclosure,"6,2,5,6,2",Chorus,Magnets ft Lorde,5 chord
9219,Rilo Kiley,"6,2,5,6,2",Pre-Chorus,Breakin' Up,5 chord
9220,Chilly Gonzales,"6,2,5,6,b7",Pre-Chorus,Othello,5 chord
9221,Billy Joel,"6,2,5,6,66",Intro,All for Leyna,5 chord
9222,Coldplay,"6,2,5,6,66",Verse,Adventure Of A Lifetime,5 chord
9223,Yeah Yeah Yeahs,"6,2,5,6,4",Chorus,Heads Will Roll,5 chord
9224,Tiesto,"6,2,5,6,4",Chorus,Secrets,5 chord
9225,Andrew Lloyd Webber,"6,2,5,6,5",Verse,Phantom of the Opera,5 chord
9226,Dobu Usagi,"6,2,5,6,5",Verse,Thor's Hammer,5 chord
9227,Nightwish,"6,2,5,6,1",Intro,Ever Dream,5 chord
9228,Horimitsu Kazumichi,"6,2,5,6,56",Intro and Verse,Come Here Daitarn 3,5 chord
9229,Oasis,"6,2,6,2,6",Chorus,The Importance of Being Idle,5 chord
9230,Joe Cocker,"6,2,6,2,6",Verse,Unchain my Heart,5 chord
9231,Queen,"6,2,6,2,6",Chorus,Another One Bites The Dust,5 chord
9232,The Doors,"6,2,6,2,6",Intro and Verse,People Are Strange,5 chord
9233,Blind Guardian,"6,2,6,2,6",Chorus,The Bard's Song,5 chord
9234,The Neighbourhood,"6,2,6,2,6",Verse and Pre-Chorus,Float,5 chord
9235,The Beatles,"6,2,6,2,6",Verse,And I Love Her,5 chord
9236,Blu Cantrell,"6,2,6,2,6",Chorus,Hit 'Em Up Style,5 chord
9237,The Good and the Damned,"6,2,6,2,6",Verse,Desaparecidos,5 chord
9238,Magnetic Fields,"6,2,6,2,6",Verse,I've Run Away To Join The Fairies,5 chord
9239,Band of Skulls,"6,2,6,2,6",Solo,I Know What I Am,5 chord
9240,Ratboy Genius,"6,2,6,2,6",Intro,Potato Knishes,5 chord
9241,Hozier,"6,2,6,2,6",Verse,Take Me To Church,5 chord
9242,Homestuck,"6,2,6,2,6",Verse,Rex Duodecim Angelis,5 chord
9243,Cher,"6,2,6,2,6",Chorus,Half Breed,5 chord
9244,Vivaldi,"6,2,6,2,6",Verse,Concerto in A Minor 3rd Mvt RV 356,5 chord
9245,James Shearman,"6,2,6,2,6",Instrumental,Fortune Teller,5 chord
9246,Thrice,"6,2,6,2,6",Chorus,All The World Is Mad,5 chord
9247,Mike Oldfield,"6,2,6,2,6",Verse,Nuclear,5 chord
9248,Lady Gaga,"6,2,6,2,6",Verse and Pre-Chorus,Heavy Metal Lover,5 chord
9249,Tech N9ne,"6,2,6,2,6",Chorus,Am I A Psycho ft B O B and Hopsin,5 chord
9250,Destiny's Child,"6,2,6,2,6",Chorus,Independent Women Part 1,5 chord
9251,Destiny's Child,"6,2,6,2,6",Pre-Chorus,Independent Women Part 1,5 chord
9252,Queen,"6,2,6,2,4",Verse,Another One Bites The Dust,5 chord
9253,Blind Guardian,"6,2,6,2,4",Chorus,The Bard's Song,5 chord
9254,Cher,"6,2,6,2,4",Chorus,Half Breed,5 chord
9255,Scorpions,"6,2,6,2,4",Pre-Chorus and Chorus,Humanity,5 chord
9256,Weezer,"6,2,6,2,3",Pre-Chorus,No One Else,5 chord
9257,Hirokazu Ando,"6,2,6,2,3",Verse,Super Smash Bros - Dreamland,5 chord
9258,Joe McDermott,"6,2,6,3,6",Instrumental,Zombie Panic,5 chord
9259,The Living Tombstone,"6,2,6,3,6",Chorus,Squid Melody,5 chord
9260,The Wailers,"6,2,6,3,6",Intro and Verse,Roots Rock Reggae,5 chord
9261,Rex Preston and Miranda Sykes,"6,2,6,3,6",Verse,Me And My Sister The Moon,5 chord
9262,Destiny's Child,"6,2,6,3,6",Chorus,Independent Women Part 1,5 chord
9263,Gauntlet Dark Legacy,"6,2,6,3,36",Verse,Haunted Piano,5 chord
9264,The Wailers,"6,2,6,3,36",Intro and Verse,Roots Rock Reggae,5 chord
9265,Gamma ray,"6,2,6,3,5",Verse,Lake of tears,5 chord
9266,Runaway Box,"6,2,6,5/6,6",Chorus,One Semester of Spanish Spanish Love Song,5 chord
9267,The Neighbourhood,"6,2,6,5/6,6",Verse and Pre-Chorus,Float,5 chord
9268,Hachi,"6,2,6,5/6,6",Pre-Chorus,Donut Hole,5 chord
9269,Homestuck,"6,2,6,5/6,6",Verse,Rex Duodecim Angelis,5 chord
9270,Luc Arbogast,"6,2,6,5/6,6",Verse,Nausicaa,5 chord
9271,Muse,"6,2,6,5/6,6",Chorus,Exogenesis,5 chord
9272,Muse,"6,2,6,5/6,542/6",Chorus,Exogenesis,5 chord
9273,Joe McDermott,"6,2,6,5/6,L7",Instrumental,Zombie Panic,5 chord
9274,Johann Sebastian Bach,"6,2,6,5/6,66",Solo 3,BWV 1080 Art of the Fugue - Contrapunctus I,5 chord
9275,The Beatles,"6,2,6,4,5",Verse,And I Love Her,5 chord
9276,Ratboy Genius,"6,2,6,4,5",Intro,Potato Knishes,5 chord
9277,Say Anything,"6,2,6,4,5",Verse,Every Man Has A Molly,5 chord
9278,Nightwish,"6,2,6,4,5",Intro,Wish I Had An Angel,5 chord
9279,Grant Kirkhope,"6,2,6,4,6",Verse and Pre-Chorus,Klungo's Theme,5 chord
9280,Porter Robinson,"6,2,6,4,6",Chorus,Lionhearted-ft Urban Cone,5 chord
9281,The Good and the Damned,"6,2,6,4,5/6",Verse,Desaparecidos,5 chord
9282,Mike Oldfield,"6,2,6,4,5/6",Verse,Nuclear,5 chord
9283,Grimes,"6,2,6,4,2",Verse,Vanessa,5 chord
9284,MistFolk,"6,2,6,5,6",Pre-Chorus and Chorus,Storm Spirits,5 chord
