0,cp,section,song,type,song (last.fm),artist (last.fm),listener count (last.fm),play count (last.fm),genre (last.fm),song (Spotify),artist (Spotify),popularity (Spotify),release date (Spotify)
Simple Minds,"1,4,5",Verse,Don't You Forget About Me,3 chord,Don't You (Forget About Me),Simple Minds,701719.0,3582675.0,"80s, new wave, pop, rock, pop rock",Don't You (Forget About Me),Simple Minds,53.0,1985-01-01
Sinead O'Connor,"1,5,1",Verse,Silent Night,3 chord,Silent Night,Sinéad O'Connor,81031.0,183558.0,"christmas, female vocalists, xmas, chillout, irish",Silent Night,Sinéad O'Connor,36.0,1991-01-01
Singularity,"1,4,6",Intro,Alone - Au5 and Fractal remix,3 chord,,,,,,,,,
Singularity,"4,5,6",Chorus,Vain,3 chord,Vain,Singularity,474.0,1524.0,,,,,
Sirenia,"4,5,3",Chorus,Lost in Life,3 chord,Lost in Life,Sirenia,44207.0,319374.0,"symphonic metal, Gothic Metal, female vocalists, Gothic, metal",,,,
Sistar,"6,4,5",Bridge,Alone,3 chord,Alone,SISTAR,14936.0,179935.0,"k-pop, sistar, Korean, Kpop, pop",,,,
Skid Row,"1,4,1",Verse,I Remember You,3 chord,I Remember You,Skid Row,234711.0,1521262.0,"hard rock, 80s, hair metal, rock, metal",I Remember You,Skid Row,70.0,1989-01-24
Skid Row,"1,5,6",Pre-Chorus and Chorus,Wasted Time,3 chord,Wasted Time,Skid Row,125685.0,614872.0,"hard rock, heavy metal, Skid Row, rock, 80s",Wasted Time,Skid Row,58.0,1991
Skrillex,"6,2,6",Chorus Lead-Out,Bangarang feat Sirah,3 chord,Bangarang feat Sirah,Skrillex,2259.0,5400.0,,,,,
Skrillex,"4,5,4",Pre-Chorus,Breakn' A Sweat,3 chord,Breakn' a Sweat,Skrillex,162482.0,732071.0,"dubstep, electronic, electro, dance, Drum and bass",Breakn' a Sweat,Skrillex,58.0,2011-12-27
Skrillex,"1,5,4",Verse and Pre-Chorus,Cinema Remix,3 chord,Cinema Remix,Skrillex,389.0,2931.0,,,,,
Skrillex,"6,4,2",Chorus,Kill Everybody,3 chord,Kill Everybody,Skrillex,272572.0,1928921.0,"dubstep, electronic, electro, Skrillex, electro house",,,,
Skrillex,"4,5,6",Pre-Chorus,Scary Monsters And Nice Sprites,3 chord,Scary Monsters and Nice Sprites,Skrillex,554977.0,3653768.0,"dubstep, electronic, Skrillex, electro, labores somnium",Scary Monsters and Nice Sprites,Skrillex,61.0,2010-12-21
Skrillex,"4,5,6",Instrumental,Summit,3 chord,Summit,Skrillex,13909.0,76269.0,"dubstep, electronic, electronica, dance, featuring",,,,
Sky Ferreira,"6,2,6",Intro,Night Time My Time,3 chord,Night Time My Time,Sky Ferreira,96.0,1980.0,,,,,
Skylar Grey,"1,5,6",Verse,I Know You - Fifty Shades Of Grey,3 chord,,,,,,,,,
Skyrim,"6,4,5",Intro,Dragonborn,3 chord,Dragonborn,Jeremy Soule,51728.0,477157.0,"Soundtrack, epic, Skyrim, video game music, The Elder Scrolls",Dragonborn,Jeremy Soule,60.0,2013-01-31
Skyrim OST,"1,5,6",Intro,The Bannered Mare,3 chord,The Bannered Mare,Skyrim OST,11.0,73.0,,,,,
Slade,"1,4,1",Verse,Merry Xmas Everybody,3 chord,Merry Xmas Everybody,Slade,194688.0,623673.0,"christmas, glam rock, xmas, 70s, classic rock",Merry Xmas Everybody,Slade,50.0,1973-11-07
Sloan,"1,4,5",Outro,She Says What She Means,3 chord,She Says What She Means,Sloan,11217.0,54285.0,"Canadian, rock, pop, seen live, alternative",She Says What She Means,Sloan,28.0,1998
Sloan,"6,1,5",Intro,Sinking Ships,3 chord,Sinking Ships,Sloan,4870.0,21969.0,"rock, alternative, Alternative  Punk, 8 of 10 stars, songs that are bitter",Sinking Ships,Sloan,24.0,1998
Slowdive,"1,2,1",Chorus,When The Sun Hits,3 chord,When the Sun Hits,Slowdive,244677.0,1956441.0,"shoegaze, dream pop, Dreamy, indie, beautiful",When the Sun Hits,Slowdive,55.0,1993
Smallpools,"4,6,5",Intro,Dreaming,3 chord,Dreaming,Smallpools,144626.0,877812.0,"pop, indie pop, fun, summer, indie rock",Dreaming,Smallpools,59.0,2015-03-24
Smallpools,"4,6,5",Chorus,Dreaming - The Chainsmokers Remix,3 chord,Dreaming - The Chainsmokers Remix,Smallpools,20723.0,81285.0,"remix, the chainsmokers",Dreaming - The Chainsmokers Remix,Smallpools,57.0,2013-12-13
Smash Mouth,"4,1,5",Intro,Allstar,3 chord,All Star,Smash Mouth,779871.0,4406438.0,"rock, alternative, 90s, pop, Soundtrack",All Star,Smash Mouth,81.0,1999-01-01
Smash Mouth,"5,2,5",Chorus,Walkin' On The Sun,3 chord,Walkin' On The Sun,Smash Mouth,301246.0,1219912.0,"90s, rock, alternative rock, alternative, pop",Walkin' On The Sun,Smash Mouth,66.0,1997-07-08
Smashing Pumpkins,"1,5,2",Chorus,Bullet With Butterfly Wings,3 chord,Bullet With Butterfly Wings,The Smashing Pumpkins,813110.0,4935792.0,"alternative rock, rock, 90s, alternative, Grunge",Bullet With Butterfly Wings,The Smashing Pumpkins,41.0,2001-01-01
Smashing Pumpkins,"6,2,4",Chorus,Tonight Tonight,3 chord,"Tonight, Tonight",The Smashing Pumpkins,848209.0,5160274.0,"alternative rock, rock, alternative, 90s, Grunge",,,,
Smile-dk,"1,5,6",Chorus,Butterfly,3 chord,Butterfly,SMiLE.dk,19882.0,161434.0,"ddr, dance, eurodance, j-pop, Soundtrack",,,,
Smiley feat Kaan,"4,5,6",Verse,Criminal,3 chord,Criminal,Smiley feat Kaan,3.0,69.0,,,,,
Smokey Mountain,"1,5,6",Chorus,Da Coconut Nut,3 chord,Da Coconut Nut,Smokey Mountain,444.0,2206.0,,Da Coconut Nut,Smokey Mountain,33.0,2017-10-17
Snakehips,"1,2,6",Chorus,All My Friends,3 chord,All My Friends,Snakehips,133917.0,735996.0,"pop, indie, alternative, synth, Ballad",,,,
Snakehips,"1,4,1",Verse,All My Friends ft Tinashe - Chance The Rapper,3 chord,,,,,,,,,
Snarky Puppy,"1,6,5",Intro,Thing of Gold,3 chord,Thing of Gold,Snarky Puppy,16063.0,66943.0,"jazz, jazz fusion, golden, instrumental, colours",Thing of Gold,Snarky Puppy,42.0,2012-12-01
Snow Patrol,"1,5,6",Chorus,Run,3 chord,Run,Snow Patrol,768484.0,5315492.0,"indie, alternative, rock, Snow Patrol, indie rock",,,,
SoKo,"1,6,5",Verse,We Might Be Dead By Tomorrow,3 chord,We Might Be Dead by Tomorrow,SoKo,125913.0,822248.0,"romantic, indie, folk, sad, happy",,,,
Social Distortion,"1,5,1",Verse,Sometimes I Do,3 chord,Sometimes I Do,Social Distortion,32150.0,122555.0,"punk, punk rock, alternative rock, hardcore punk, cowpunk",Sometimes I Do,Social Distortion,38.0,1992-02-11
Soldat Louis,"1,4,5",Chorus,Juste une gigue en Do,3 chord,Juste une gigue en do,Soldat Louis,793.0,3833.0,"french, rock, French rock, celtic, rock francais",Juste une gigue en do,Soldat Louis,27.0,1990
Soldat Louis,"1,5,6",Chorus,Tirer des caisses,3 chord,Tirer des caisses,Soldat Louis,2191.0,9103.0,,Tirer des caisses,Soldat Louis,13.0,2017-10-06
Solee,"1,6,2",Verse,Ice,3 chord,Ice,Solee,4766.0,12907.0,"techno, minimal, trance, progressive trance, interesting music new to me",,,,
Sondre Lerche,"5,2,5",Verse,Modern Nature,3 chord,Modern Nature,Sondre Lerche,61434.0,264662.0,"indie, singer-songwriter, happy, pop, norwegian",Modern Nature,Sondre Lerche,38.0,2001-09-03
Sondre Lerche,"4,5,6",Pre-Chorus,Say It All,3 chord,Say It All,Sondre Lerche,37367.0,174467.0,"indie, norwegian, indie pop, indie rock, Sondre Lerche",,,,
Sonia Leigh,"1,5,6",Chorus,Put It In Your Pocket,3 chord,Put it in Your Pocket,Sonia Leigh,2304.0,4754.0,modern country,,,,
Sonic Underground,"1,5,4",Intro and Verse,Not Always What They Seem,3 chord,Not Always What They Seem,Sonic Underground,10.0,24.0,,,,,
Sonic Underground,"4,5,6",Chorus,Sonic Underground Theme Song,3 chord,Sonic Underground Theme Song,Sonic Underground,4.0,62.0,,,,,
Sonicvibe pres Earthspirit feat Tachyean,"6,1,3",Chorus,Allegoria,3 chord,,,,,,,,,
Sonny Rhodes,"1,5,2",Verse,Firefly Theme - Ballad Of Serenity,3 chord,Firefly Theme - Ballad of Serenity,Sonny Rhodes,2.0,17.0,,,,,
Sophie B Hawkins,"1,5,4",Chorus,As I Lay Me Down,3 chord,As I Lay Me Down,Sophie B. Hawkins,80291.0,326715.0,"pop, female vocalists, 90s, singer-songwriter, Mellow",As I Lay Me Down,Sophie B. Hawkins,55.0,1994-07-21
Soul Asylum,"6,5,1",Verse,Runaway Train,3 chord,Runaway Train,Soul Asylum,450883.0,2078846.0,"90s, rock, alternative, alternative rock, Grunge",Runaway Train,Soul Asylum,70.0,1992-01-01
SoulEye,"1,2,5",Chorus,Passion for Exploring,3 chord,Passion for exploring,Souleye,11785.0,74021.0,"8-bit, instrumental, chiptune, electronic, video game music",,,,
SoulEye,"6,4,2",Intro,Potential for Anything,3 chord,Potential for anything,Souleye,14948.0,102555.0,"8-bit, epic, chiptune, instrumental, synthpop",,,,
SoulEye,"6,5,4",Verse,Pushing Onwards,3 chord,Pushing onwards,Souleye,15936.0,106888.0,"8-bit, chiptune, video game music, Soundtrack, instrumental",,,,
Sound Apparel,"4,5,3",Chorus,The Love That Lasts The Longest Part 1,3 chord,The Love That Lasts The Longest Part 1,Sound Apparel,4.0,32.0,,,,,
SoundTeMP,"1,4,5",Chorus,Theme Of Prontera,3 chord,Theme of Prontera,soundTeMP,5597.0,56293.0,"instrumental, Ragnarok Online, Soundtrack, ambient, ost",,,,
Soundgarden,"5,4,5",Chorus,Black Hole Sun,3 chord,Black Hole Sun,Soundgarden,1068585.0,6240519.0,"Grunge, rock, 90s, alternative rock, alternative",Black Hole Sun,Soundgarden,78.0,1994-03-09
Soundprank,"1,2,4",Chorus,Animus,3 chord,Animus,Soundprank,6327.0,22065.0,canada trance,Animus,Soundprank,16.0,2013-03-05
Soundprank,"1,5,1",Chorus,Boundless Energy,3 chord,Boundless Energy,Soundprank,2234.0,10402.0,"electronic, dance, House, Progressive House, 2012",Boundless Energy,Soundprank,17.0,2012-08-27
South Park,"1,6,2",Verse,Lemmiwinks,3 chord,lemmiwinks,South Park,396.0,2111.0,,,,,
South Park,"1,5,1",Chorus,O Tannenbaum,3 chord,O Tannenbaum,South Park,2785.0,9469.0,"christmas, navidad de mi coleccion musical",,,,
South Park,"1,4,5",Intro and Verse,Princess Kenny,3 chord,Princess Kenny,South Park,34.0,104.0,,,,,
South Park,"1,6,3",Chorus,The Cigarette Song,3 chord,The Cigarette Song,South Park,1391.0,6123.0,Soundtrack,,,,
South Park,"1,5,1",Chorus,Up There,3 chord,Up There,South Park,11541.0,53890.0,"Soundtrack, satanic, rock, orchestral, musical",,,,
Soyo Oka,"1,5,1",Instrumental,Super Mario All-Stars - SMB1 Title Screen,3 chord,,,,,,,,,
Soyu x Mad Clown,"4,5,1",Chorus,Stupid In Love,3 chord,Stupid In Love,Soyu x Mad Clown,17.0,31.0,,,,,
Spice Girls,"1,5,4",Chorus,2 Become 1,3 chord,2 Become 1,Spice Girls,236792.0,1068810.0,"pop, 90s, Spice Girls, female vocalists, british",2 Become 1,Spice Girls,68.0,1996-01-01
Spice Girls,"1,5,4",Chorus,Mama,3 chord,Mama,Spice Girls,137649.0,533826.0,"pop, Spice Girls, 90s, female vocalists, british",,,,
Spice Girls,"6,1,5",Chorus,Move Over,3 chord,Move Over,Spice Girls,87869.0,346283.0,"pop, Spice Girls, 90s, dance, female vocalists",Move Over,Spice Girls,45.0,1997-01-01
Spice Girls,"6,5,1",Intro,Stop,3 chord,Stop,Spice Girls,244294.0,1110767.0,"pop, 90s, Spice Girls, dance, female vocalists",Stop,Spice Girls,72.0,1997-01-01
Spice Girls,"1,6,3",Chorus,Viva Forever,3 chord,Viva Forever,Spice Girls,224027.0,1183012.0,"pop, 90s, Spice Girls, female vocalists, british",Viva Forever,Spice Girls,61.0,1997-01-01
Spice Girls,"4,1,5",Chorus,Wannabe,3 chord,Wannabe,Spice Girls,458490.0,2201252.0,"pop, 90s, dance, Spice Girls, female vocalists",Wannabe,Spice Girls,81.0,1996-01-01
Split Enz,"1,4,5",Chorus,I Got You,3 chord,I Got You,Split Enz,64755.0,279664.0,"80s, new wave, split enz, pop, rock",,,,
Spongebob Squarepants,"1,5,6",Verse,A Day Like This,3 chord,A Day Like This,Spongebob Squarepants,25.0,86.0,"rock band, rock band dlc",,,,
Spongebob Squarepants,"1,4,1",Chorus,Campfire Song Song,3 chord,Campfire Song Song,Spongebob Squarepants,28000.0,75481.0,"upbeat, cheerful, campfire, campfire song, tv",Campfire Song Song,Spongebob Squarepants,51.0,2001
Spongebob Squarepants,"4,5,6",Verse,Krusty Krab Training Video Intro,3 chord,,,,,,,,,
Spongebob Squarepants,"1,4,1",Chorus,SpongeBob SquarePants Theme,3 chord,Spongebob Squarepants Theme,Spongebob Squarepants,1598.0,5564.0,"spongebob squarepants, jtsong",,,,
Spongebob Squarepants,"1,4,5",Pre-Chorus and Chorus,That's What Friends Do,3 chord,That's What Friends Do,Spongebob Squarepants,3039.0,7741.0,"pop, rock, comedy, title is a full sentence, Not Just For Kids",That's What Friends Do,Spongebob Squarepants,35.0,2005-11-15
Spongebob Squarepants,"1,4,1",Chorus,The FUN Song,3 chord,The Fun Song,Spongebob Squarepants,104.0,361.0,,,,,
Sportfreunde Stiller,"1,5,6",Intro and Verse,Applaus Applaus,3 chord,"applaus, applaus",Sportfreunde Stiller,17996.0,125120.0,"deutsch, german, pop, indie, rock",,,,
St Lucia,"1,5,4",Outro,Before The Dive,3 chord,Before The Dive,St. Lucia,67597.0,289304.0,"synthpop, indie, dreamwave, indie electronic, pop",Before The Dive,St. Lucia,40.0,2012-03-06
Stacie Orrico,"1,4,5",Verse,Promise,3 chord,Promise,Stacie Orrico,28.0,101.0,,,,,
Stan Arwell,"1,5,2",Instrumental,Outbreak,3 chord,,,,,,,,,
Starbomb,"1,5,4",Intro,Luigi's Ballad,3 chord,Luigi's Ballad,Starbomb,11418.0,111362.0,"parody, party, comedy, synthpop, rap",Luigi's Ballad,Starbomb,50.0,2013-12-13
Starbomb,"1,5,4",Chorus,Smash,3 chord,Smash,Starbomb,17.0,56.0,,,,,
Starfucker,"1,6,3",Instrumental,Julius,3 chord,Julius,Starfucker,82757.0,472155.0,"electronic, electronica, electropop, indie, synthpop",,,,
Stars,"6,5,4",Verse,Ageless Beauty,3 chord,Ageless Beauty,Stars,225590.0,1257271.0,"indie, indie pop, Canadian, indie rock, Stars",Ageless Beauty,Stars,30.0,2004-10-12
Starship,"4,5,1",Verse and Pre-Chorus,Nothing's Gonna Stop Us Now,3 chord,Nothing's Gonna Stop Us Now,Starship,309767.0,1343315.0,"80s, pop, classic rock, rock, starship",Nothing's Gonna Stop Us Now,Starship,77.0,1987-07-27
Statik Selektah,"6,5,4",Instrumental,The Thrill Is Gone,3 chord,The Thrill Is Gone,Statik Selektah,530.0,1635.0,,,,,
Steely Dan,"1,4,1",Intro,Gaucho,3 chord,Gaucho,Steely Dan,36583.0,161402.0,"steely dan, classic rock, rock, jazz, jazz-rock",Gaucho,Steely Dan,48.0,1980
Steerner -Tjernberg -Beerg -Haal,"4,5,6",Chorus,Names,3 chord,,,,,,,,,
Steerner ft Corey Saxon,"1,5,6",Verse and Pre-Chorus,Sparks,3 chord,,,,,,,,,
Stephen,"1,4,5",Pre-Outro,Crossfire,3 chord,Crossfire,Stephen,56821.0,367334.0,"indie, rock",Crossfire,Stephen,67.0,2015-12-07
Stephen C Foster,"1,4,1",Verse,Gentle Annie,3 chord,,,,,,,,,
Stephen Foster,"1,5,1",Verse,If You've Only Got A Moustache,3 chord,If you've only got a moustache,Stephen Foster,20.0,35.0,,,,,
Stephen Malkmus,"1,5,4",Intro,Baby C'mon,3 chord,Baby C'mon,Stephen Malkmus,34716.0,138148.0,"indie rock, indie, favorites, fun, sounds turkish but is not",,,,
Stephen Sondheim,"1,6,4",Verse,The Ballad of Sweeney Todd,3 chord,The Ballad of Sweeney Todd,Stephen Sondheim,6460.0,34536.0,"musical, Soundtrack, male vocalists, Broadway, creepy",The Ballad of Sweeney Todd,Stephen Sondheim,32.0,2006-01-24
Steps,"1,5,1",Intro,Last Thing On My Mind,3 chord,Last Thing On My Mind,Steps,33226.0,118301.0,"pop, dance, 90s, british, Steps",,,,
Steps,"4,5,6",Chorus,Tragedy,3 chord,Tragedy,Steps,65044.0,219038.0,"pop, dance, cover, 90s, covers",,,,
Stereotronique and Sebastian Ivarsson,"6,5,4",Chorus,Tonight,3 chord,,,,,,,,,
Steve Angello,"1,5,2",Chorus,Children Of The Wild,3 chord,Children of The Wild,Steve Angello,197.0,1759.0,Progressive House,,,,
Steve Angello,"4,5,6",Chorus,Remember,3 chord,Remember,Steve Angello,47.0,286.0,,,,,
Steve Angello,"1,2,6",Chorus,SLVR,3 chord,SLVR,Steve Angello,12635.0,35631.0,"party, up beat",SLVR,Steve Angello,40.0,2013-08-12
Steve Angello ,"1,2,6",Intro,Wasted Love,3 chord,,,,,,,,,
Steve Aoki ft Polina,"4,6,5",Chorus,Come With Me,3 chord,Come With Me,Steve Aoki Ft Polina,62.0,254.0,,,,,
Steve Aoki vs Dimitri Vegas and Like Mike,"4,5,6",Chorus,We Are Legend,3 chord,,,,,,,,,
Steve Earle,"1,4,1",Intro and Verse,Copperhead Road,3 chord,Copperhead Road,Steve Earle,120108.0,450316.0,"country, Alt-country, americana, singer-songwriter, rock",Copperhead Road,Steve Earle,65.0,1988-01-01
Steve Harley and Cockney Rebel,"1,5,2",Chorus,Make Me Smile,3 chord,Make Me Smile,Steve Harley & Cockney Rebel,11551.0,66599.0,"rock, classic rock, 70s, glam rock, Uplifting",,,,
Steve Jablonsky,"1,5,2",Intro,Arrival To Earth,3 chord,Arrival To Earth,Steve Jablonsky,88299.0,571982.0,"Soundtrack, instrumental, transformers, inspirational, movie soundtrack",,,,
Steve Miller Band,"1,5,4",Verse,Take The Money and Run,3 chord,Take The Money And Run,Steve Miller Band,208225.0,783749.0,"classic rock, rock, 70s, steve miller band, Southern Rock",Take The Money And Run,Steve Miller Band,70.0,1976-01-01
Steve Winwood,"1,5,6",Chorus,Higher Love,3 chord,Higher Love,Steve Winwood,163246.0,586817.0,"80s, classic rock, pop, steve winwood, rock",Higher Love,Steve Winwood,65.0,1986-06-30
Steve Winwood,"1,5,4",Chorus,Valerie,3 chord,Valerie,Steve Winwood,161260.0,575998.0,"80s, classic rock, pop, steve winwood, rock",Valerie,Steve Winwood,66.0,1982-08-02
Steven Wilson,"6,3,4",Intro,Drive Home,3 chord,Drive Home,Steven Wilson,52820.0,427671.0,"Progressive rock, one solo can kill a man, art rock, melancholic, i came",Drive Home,Steven Wilson,51.0,2013-02-25
Steven Wilson,"4,6,5",Chorus,Hand Cannot Erase,3 chord,Hand Cannot Erase,Steven Wilson,34351.0,321814.0,"Progressive rock, pop rock, rock, prog rock, 10s",Hand Cannot Erase,Steven Wilson,41.0,2015-03-02
Steven Wilson,"4,5,3,4",Chorus,Perfect Life,4 chord,Perfect Life,Steven Wilson,32057.0,283131.0,"Progressive rock, Progressive, homo erotic passion pop, electronic, ambient",Perfect Life,Steven Wilson,41.0,2015-03-02
Stevie Wonder,"1,5,1",Verse,For Once In My Life,3 chord,For Once in My Life,Stevie Wonder,358090.0,1391576.0,"soul, motown, Stevie Wonder, 60s, oldies",,,,
Sting,"6,5,4",Verse,Desert Rose,3 chord,Desert Rose,Sting,338363.0,1917701.0,"sting, pop, rock, british, chillout",Desert Rose,Sting,54.0,1999-01-01
Sting,"1,6,4",Verse,Fields Of Gold,3 chord,Fields of Gold,Sting,526013.0,2952476.0,"sting, pop, rock, soft rock, 90s",Fields of Gold,Sting,21.0,1996-10-07
Stone Sour,"1,4,5",Chorus,Through Glass,3 chord,Through Glass,Stone Sour,703485.0,5935401.0,"rock, alternative rock, hard rock, Stone Sour, metal",Through Glass,Stone Sour,73.0,2006
Stone Temple Pilots,"1,5,6",Chorus,Sex Type Thing,3 chord,Sex Type Thing,Stone Temple Pilots,300671.0,1400395.0,"Grunge, rock, 90s, alternative rock, alternative",Sex Type Thing,Stone Temple Pilots,40.0,2003-11-10
Stromae,"6,4,2",Chorus,Papaoutai,3 chord,Papaoutai,Stromae,266262.0,2333378.0,"french, pop, dance, catchy, 2013",Papaoutai,Stromae,57.0,2013-01-01
Strong Bad,"1,5,6",Chorus,The Cheat is Not Dead,3 chord,The Cheat Is Not Dead,Strong Bad,4398.0,19544.0,"comedy, homestarrunner, epic, geek, comedy favorites",The Cheat Is Not Dead,Strong Bad,15.0,2003-11-17
Studio Killers,"4,6,5",Chorus,Eros and Apollo,3 chord,Eros and Apollo,Studio Killers,22155.0,212023.0,"electropop, dance, electronic, 8bit, female vocalists",Eros and Apollo,Studio Killers,48.0,2013-06-14
Styles and Breeze,"1,5,4",Chorus,You're Shining,3 chord,You're Shining,Styles & Breeze,8352.0,41929.0,"trance, dance, Rave, electronic, female vocalist",You're Shining,Styles & Breeze,40.0,2008-06-16
Styx,"1,2,3",Intro,Come Sail Away,3 chord,Come Sail Away,Styx,276376.0,1124375.0,"classic rock, rock, 70s, styx, Progressive rock",Come Sail Away,Styx,67.0,1977-01-01
Sublime,"4,5,1",Chorus,Santeria,3 chord,Santeria,Sublime,795735.0,5190335.0,"ska, reggae, 90s, sublime, rock",Santeria,Sublime,75.0,1996-07-30
Sufjan Stevens,"5,4,5",Verse,All Of Me Wants All Of You,3 chord,All of Me Wants All of You,Sufjan Stevens,167003.0,1253694.0,"indie, folk, fip, indie folk, electronic",All of Me Wants All of You,Sufjan Stevens,55.0,2015-03-31
Sufjan Stevens,"1,5,4",Verse,Casimir Pulaski Day,3 chord,Casimir Pulaski Day,Sufjan Stevens,456637.0,3861228.0,"folk, indie, singer-songwriter, beautiful, Mellow",Casimir Pulaski Day,Sufjan Stevens,62.0,2005-07-05
Sufjan Stevens,"1,5,2",Intro,Chicago,3 chord,Chicago,Sufjan Stevens,552106.0,4557410.0,"indie, folk, singer-songwriter, beautiful, sufjan stevens",Chicago,Sufjan Stevens,68.0,2005-07-05
Sufjan Stevens,"4,5,6",Outro,Should Have Known Better,3 chord,Should Have Known Better,Sufjan Stevens,270689.0,2094293.0,"indie, folk, 2015, indie folk, sad",Should Have Known Better,Sufjan Stevens,65.0,2015-03-31
Sui Generis,"6,2,6",Chorus,Cancion Para mi muerte,3 chord,Canción para mi Muerte,Sui Generis,30097.0,129797.0,"Rock Argentino, Progressive rock, Spanish Rock, folk rock, rock nacional",,,,
Sum 41,"1,5,6",Chorus,Confusion and Frustration in Modern Times,3 chord,Confusion and Frustration in Modern Times,Sum 41,102940.0,597061.0,"punk rock, punk, rock, pop punk, sum 41",,,,
Sum 41,"1,5,4",Intro and Verse,Heart Attack,3 chord,Heart Attack,Sum 41,198547.0,966906.0,"punk rock, punk, rock, alternative, sum 41",Heart Attack,Sum 41,44.0,2001-01-01
Sum 41,"1,5,4",Chorus,In Too Deep,3 chord,In Too Deep,Sum 41,731631.0,4440931.0,"punk rock, punk, rock, sum 41, pop punk",In Too Deep,Sum 41,76.0,2001-01-01
Sum 41,"1,5,6",Chorus,No Reason,3 chord,No Reason,Sum 41,250700.0,1700028.0,"punk rock, punk, rock, sum 41, pop punk",No Reason,Sum 41,57.0,2004-10-12
Sum 41,"1,5,6",Chorus,Walking Disaster,3 chord,Walking Disaster,Sum 41,246966.0,1601867.0,"punk rock, pop punk, punk, sum 41, rock",Walking Disaster,Sum 41,56.0,2007-01-01
Sum 41,"4,1,5",Intro and Verse,With Me,3 chord,With Me,Sum 41,394276.0,3088548.0,"punk rock, rock, punk, sum 41, gossip girl",,,,
Summer School,"5,2,4",Chorus,Control,3 chord,Control,Summer School,47.0,250.0,,,,,
Superbus,"1,5,4",Verse and Pre-Chorus,Jenn Je T'aime,3 chord,Jenn Je T'Aime,Superbus,8611.0,48727.0,"pop rock, rock, french, power pop, female vocalist",Jenn Je T'Aime,Superbus,4.0,2006-01-01
Supermode,"6,5,2",Verse,Tell Me Why,3 chord,Tell Me Why,Supermode,175821.0,814309.0,"House, dance, electronic, club, trance",Tell Me Why,Supermode,34.0,2006
Survivor,"6,5,6",Chorus,Eye Of The Tiger,3 chord,Eye of the Tiger,Survivor,954138.0,5154340.0,"80s, rock, classic rock, Soundtrack, rocky",Eye of the Tiger,Survivor,78.0,1985
Suzanne Ciani,"1,4,1",Verse,The Velocity of Love,3 chord,The Velocity of Love,Suzanne Ciani,29480.0,96118.0,"piano, new age, instrumental, Suzanne Ciani, ambient",The Velocity of Love,Suzanne Ciani,17.0,1997-01-01
Suzanne Vega,"1,5,4",Verse,Luka,3 chord,Luka,Suzanne Vega,290815.0,1318177.0,"female vocalists, 80s, pop, singer-songwriter, folk",Luka,Suzanne Vega,46.0,1987-01-01
Suzanne Vega,"1,6,1",Intro,Tom's Diner,3 chord,Tom's Diner,Suzanne Vega,265528.0,1125515.0,"female vocalists, 80s, pop, singer-songwriter, suzanne vega",Tom's Diner,Suzanne Vega,56.0,1991-01-01
Swanky Tunes and Peking Duk,"4,6,5",Chorus,You Are Like Nobody Else,3 chord,,,,,,,,,
Swedish House Mafia,"1,5,6",Bridge,Don't You Worry Child,3 chord,Don't You Worry Child,Swedish House Mafia,88202.0,736221.0,"electronic, House, dance, 2012, Swedish House Mafia",Don't You Worry Child,Swedish House Mafia,54.0,2012-01-01
Swedish House Mafia,"6,1,5",Bridge,Greyhound,3 chord,Greyhound,Swedish House Mafia,283742.0,1650461.0,"House, electro house, electronic, swedish, dance",Greyhound,Swedish House Mafia,68.0,2012-01-01
Swedish House Mafia,"4,5,6",Chorus,Miami 2 Ibiza,3 chord,Miami 2 Ibiza,Swedish House Mafia,158095.0,751430.0,"House, dance, electronic, electronica, electro house",Miami 2 Ibiza,Swedish House Mafia,43.0,2010-01-01
Swedish House Mafia,"4,6,5",Instrumental,One,3 chord,One,Swedish House Mafia,78751.0,456631.0,"House, dance, club, electronic, electro house",,,,
Swedish House Mafia,"1,4,6",Chorus,Save The World,3 chord,Save the World,Swedish House Mafia,240088.0,1302483.0,"House, dance, electronic, swedish, 2011",,,,
Swedish House Mafia - Laidback Luke,"5,2,5",Chorus,Leave the World Behind ft Deborah Cox,3 chord,,,,,,,,,
Switchfoot,"1,5,4",Intro,Dare You To Move,3 chord,Dare You to Move,Switchfoot,220114.0,1286973.0,"rock, alternative, alternative rock, christian, christian rock",Dare You to Move,Switchfoot,59.0,2008-10-31
Switchfoot,"1,5,6",Intro,Your Love is a Song,3 chord,Your Love Is a Song,Switchfoot,81600.0,583746.0,"rock, christian, alternative, christian rock, awesome lyrics",Your Love Is a Song,Switchfoot,52.0,2009-11-03
Sy And Demo,"1,5,2",Chorus,Stay With Me,3 chord,Stay With Me,Sy & Demo,329.0,1154.0,happy hardcore,,,,
Syd Barrett,"1,5,1",Intro,Here I Go,3 chord,Here I Go,Syd Barrett,110438.0,395714.0,"Psychedelic Rock, psychedelic, rock, classic rock, Syd Barrett",Here I Go,Syd Barrett,39.0,2016-05-13
Syd Matters,"1,4,1",Chorus,Obstacles,3 chord,Obstacles,Syd Matters,63726.0,631510.0,"indie, life is strange, alternative, Love, singer-songwriter",Obstacles,Syd Matters,60.0,2005
Sylver,"4,6,4",Instrumental,Turn the tide,3 chord,Turn the Tide,Sylver,38108.0,192740.0,"trance, dance, vocal trance, electronic, female vocalists",Turn the Tide,Sylver,28.0,2019-06-10
